data_date,individuals,first of year
4/16/2014,976444,
4/17/2014,979146,
4/22/2014,981820,
4/26/2014,987885,
4/28/2014,990458,
4/30/2014,995221,
5/2/2014,997251,
5/5/2014,999131,
5/6/2014,1000831,
5/7/2014,1003137,
5/8/2014,1005363,
5/10/2014,1008271,
5/12/2014,1007816,
5/13/2014,1010123,
5/14/2014,1012281,
5/15/2014,1014530,
5/17/2014,1015942,
5/19/2014,1018160,
5/20/2014,1020164,
5/21/2014,1022222,
5/27/2014,1029778,
5/29/2014,1034176,
5/31/2014,1030413,
6/2/2014,1032469,
6/3/2014,1034393,
6/5/2014,1038101,
6/7/2014,1040009,
6/9/2014,1042097,
6/10/2014,1043947,
6/11/2014,1046012,
6/12/2014,1047898,
6/13/2014,1049587,
6/16/2014,1051461,
6/17/2014,1053552,
6/18/2014,1055393,
6/19/2014,1057270,
6/21/2014,1059431,
6/23/2014,1061355,
6/24/2014,1062932,
6/26/2014,1066574,
6/28/2014,1068859,
6/30/2014,1070802,
7/1/2014,1072552,
7/5/2014,1078432,
7/7/2014,1078331,
7/9/2014,1082408,
7/10/2014,1084550,
7/12/2014,1086885,
7/14/2014,1088936,
7/15/2014,1089068,
7/17/2014,1092982,
7/19/2014,1095293,
7/21/2014,1097321,
7/22/2014,1099403,
7/23/2014,1101562,
7/24/2014,1103707,
7/26/2014,1105309,
7/29/2014,1106873,
7/30/2014,1109020,
7/31/2014,1110863,
8/1/2014,1112635,
8/4/2014,1114560,
8/5/2014,1116146,
8/6/2014,1117712,
8/7/2014,1119606,
8/8/2014,1121041,
8/11/2014,1122899,
8/12/2014,1124494,
8/14/2014,1126748,
8/15/2014,1127227,
8/18/2014,1128912,
8/19/2014,1130240,
8/20/2014,1132308,
8/21/2014,1134243,
8/22/2014,1135333,
8/25/2014,1136917,
8/26/2014,1138627,
8/27/2014,1140410,
8/28/2014,1142252,
8/29/2014,1143178,
9/11/2014,1153387,
9/15/2014,1155928,
9/17/2014,1158755,
9/18/2014,1160021,
9/19/2014,1161459,
9/22/2014,1162697,
9/23/2014,1163709,
9/24/2014,1164897,
9/25/2014,1166061,
9/26/2014,1166760,
9/29/2014,1161128,
9/30/2014,1140585,
10/1/2014,1141496,
10/2/2014,1129889,
10/3/2014,1130513,
10/7/2014,1131200,
10/8/2014,1131913,
10/9/2014,1125122,
10/11/2014,1124583,
10/13/2014,1125369,
10/14/2014,1125998,
10/15/2014,1125264,
10/16/2014,1124942,
10/17/2014,1123437,
10/20/2014,1121729,
10/21/2014,1122532,
10/22/2014,1123398,
10/30/2014,1122745,
10/31/2014,1123150,
11/3/2014,1124231,
11/4/2014,1124896,
11/5/2014,1125420,
11/6/2014,1125953,
11/7/2014,1126726,
11/11/2014,1128125,
11/12/2014,1128813,
11/13/2014,1130274,
11/14/2014,1131480,
11/17/2014,1132130,
11/18/2014,1132847,
11/19/2014,1132914,
11/21/2014,1134574,
11/25/2014,1135360,
11/26/2014,1132875,
11/27/2014,1133632,
11/28/2014,1133934,
12/1/2014,1134817,
12/2/2014,1132258,
12/3/2014,1132549,
12/4/2014,1133118,
12/5/2014,1134419,
12/8/2014,1134675,
12/9/2014,1134937,
12/10/2014,1135454,
12/11/2014,1135793,
12/12/2014,1135644,
12/15/2014,1136608,
12/16/2014,1137050,
12/17/2014,1138172,
12/18/2014,1140036,
12/22/2014,1142247,
12/23/2014,1143476,
12/24/2014,1143872,
12/26/2014,1144389,
12/29/2014,1145130,
12/30/2014,1145711,
12/31/2014,1146405,
1/2/2015,1146911,1146911
1/6/2015,1147937,
1/7/2015,1148372,
1/8/2015,1148844,
1/15/2015,1151676,
1/22/2015,1154593,
1/29/2015,1154848,
1/30/2015,1155660,
2/2/2015,1156562,
2/3/2015,1157412,
2/4/2015,1158259,
2/5/2015,1156418,
2/6/2015,1155524,
2/9/2015,1156401,
2/10/2015,1157294,
2/11/2015,1158174,
2/12/2015,1158710,
2/13/2015,1159694,
2/16/2015,1160578,
2/17/2015,1161546,
2/18/2015,1162402,
2/19/2015,1163201,
2/20/2015,1163785,
2/23/2015,1164631,
2/24/2015,1165500,
2/26/2015,1167067,
2/27/2015,1167521,
3/2/2015,1167960,
3/3/2015,1168441,
3/4/2015,1169246,
3/5/2015,1169842,
3/6/2015,1170533,
3/9/2015,1171369,
3/10/2015,1172170,
3/12/2015,1173327,
3/13/2015,1174059,
3/16/2015,1174689,
3/17/2015,1175360,
3/18/2015,1176054,
3/20/2015,1177234,
3/23/2015,1178053,
3/25/2015,1179079,
3/26/2015,1180185,
3/27/2015,1180545,
3/30/2015,1180641,
3/31/2015,1181030,
4/1/2015,1181558,
4/2/2015,1182087,
4/3/2015,1182516,
4/7/2015,1183786,
4/8/2015,1184282,
4/9/2015,1184813,
4/10/2015,1185241,
5/7/2015,1183327,
6/10/2015,1174690,
7/6/2015,1172753,
8/25/2015,1113941,
9/30/2015,1078338,
10/31/2015,1075637,
11/30/2015,1070189,
12/31/2015,1069111,
1/31/2016,1067785,1067785
2/29/2016,1055984,
3/31/2016,1048275,
6/30/2016,1033513,
9/30/2016,1017433,
12/31/2016,1011366,
6/30/2017,1001051,1001051
11/30/2017,997905,
12/31/2017,997552,
1/31/2018,995512,995512
2/28/2018,991917,
3/31/2018,991165,
4/30/2018,986942,
5/31/2018,982012,
6/30/2018,976065,
7/31/2018,976002,
9/30/2018,952562,
10/31/2018,951629,
11/30/2018,950334,
12/31/2018,948849,
